score_id,industry_l1_id,industry_l2_id,industry_l3_id
DDT-7220204-thpt-G170-2025-81429.75415039062,722,02,04
DDT-7220209-thpt-G010-2025-81510.61840820312,722,02,09
DDT-7220209-thpt-G034-2025-81510.6279296875,722,02,09
DDT-7220209-thpt-G040-2025-81510.63012695312,722,02,09
DDT-7220209-thpt-G045-2025-81510.63159179688,722,02,09
DDT-7220209-thpt-G170-2025-81510.63330078125,722,02,09
DDT-7220210-thpt-G010-2025-81598.32446289062,722,02,10
DDT-7220210-thpt-G034-2025-81598.3388671875,722,02,10
DDT-7220210-thpt-G040-2025-81598.34326171875,722,02,10
DDT-7220210-thpt-G045-2025-81598.34594726562,722,02,10
DDT-7220210-thpt-G170-2025-81598.34912109375,722,02,10
DDT-7229030-thpt-G035-2025-81690.47583007812,722,90,30
DDT-7229030-thpt-G028-2025-81690.48950195312,722,90,30
DDT-7229030-thpt-G029-2025-81690.4931640625,722,90,30
DDT-7229030-thpt-G034-2025-81690.49609375,722,90,30
DDT-7229030-thpt-G170-2025-81690.49853515625,722,90,30
DDT-7229030-thpt-G045-2025-81690.50048828125,722,90,30
DDT-7310104-thpt-G001-2025-81780.09130859375,731,01,04
DDT-7310104-thpt-G010-2025-81780.10717773438,731,01,04
DDT-7310104-thpt-G035-2025-81780.11547851562,731,01,04
DDT-7310104-thpt-G034-2025-81780.1259765625,731,01,04
DDT-7310104-thpt-G030-2025-81780.13037109375,731,01,04
DDT-7310206-thpt-G035-2025-81875.51586914062,731,02,06
DDT-7310206-thpt-G028-2025-81875.53100585938,731,02,06
DDT-7310206-thpt-G029-2025-81875.5361328125,731,02,06
DDT-7310206-thpt-G034-2025-81875.54028320312,731,02,06
DDT-7310206-thpt-G170-2025-81875.54321289062,731,02,06
DDT-7310206-thpt-G045-2025-81875.54638671875,731,02,06
DDT-7310630-thpt-G035-2025-81965.16625976562,731,06,30
DDT-7310630-thpt-G028-2025-81965.18139648438,731,06,30
DDT-7310630-thpt-G029-2025-81965.18627929688,731,06,30
DDT-7310630-thpt-G034-2025-81965.189453125,731,06,30
DDT-7310630-thpt-G170-2025-81965.19287109375,731,06,30
DDT-7310630-thpt-G045-2025-81965.1962890625,731,06,30
DDT-7320104-thpt-G035-2025-82068.4296875,732,01,04
DDT-7320104-thpt-G028-2025-82068.44702148438,732,01,04
DDT-7320104-thpt-G029-2025-82068.45263671875,732,01,04
DDT-7320104-thpt-G034-2025-82068.45678710938,732,01,04
DDT-7320104-thpt-G170-2025-82068.4599609375,732,01,04
DDT-7320104-thpt-G045-2025-82068.46313476562,732,01,04
DDT-7320108-thpt-G035-2025-82151.927734375,732,01,08
DDT-7320108-thpt-G028-2025-82151.93701171875,732,01,08
DDT-7320108-thpt-G029-2025-82151.939453125,732,01,08
DDT-7320108-thpt-G034-2025-82151.94091796875,732,01,08
DDT-7320108-thpt-G170-2025-82151.9423828125,732,01,08
DDT-7320108-thpt-G045-2025-82151.94384765625,732,01,08
DDT-7340101(HP)-thpt-G001-2025-82238.95263671875,734,01,01
DDT-7340101(HP)-thpt-G010-2025-82238.9619140625,734,01,01
DDT-7340101(HP)-thpt-G035-2025-82238.96435546875,734,01,01
DDT-7340101(HP)-thpt-G034-2025-82238.96728515625,734,01,01
DDT-7340101(HP)-thpt-G030-2025-82238.96899414062,734,01,01
DDT-7340101(LK)-thpt-G001-2025-82313.18139648438,731,06,99
DDT-7340101(LK)-thpt-G001-2025-82313.18139648438,731,06,90
DDT-7340101(LK)-thpt-G001-2025-82313.18139648438,714,01,14
DDT-7340101(LK)-thpt-G001-2025-82313.18139648438,714,02,08
DDT-7340101(LK)-thpt-G001-2025-82313.18139648438,734,01,01
DDT-7340101(LK)-thpt-G010-2025-82313.19653320312,731,06,99
DDT-7340101(LK)-thpt-G010-2025-82313.19653320312,731,06,90
DDT-7340101(LK)-thpt-G010-2025-82313.19653320312,714,01,14
DDT-7340101(LK)-thpt-G010-2025-82313.19653320312,714,02,08
DDT-7340101(LK)-thpt-G010-2025-82313.19653320312,734,01,01
DDT-7340101(LK)-thpt-G035-2025-82313.20141601562,731,06,99
DDT-7340101(LK)-thpt-G035-2025-82313.20141601562,731,06,90
DDT-7340101(LK)-thpt-G035-2025-82313.20141601562,714,01,14
DDT-7340101(LK)-thpt-G035-2025-82313.20141601562,714,02,08
DDT-7340101(LK)-thpt-G035-2025-82313.20141601562,734,01,01
DDT-7340101(LK)-thpt-G034-2025-82313.2080078125,731,06,99
DDT-7340101(LK)-thpt-G034-2025-82313.2080078125,731,06,90
DDT-7340101(LK)-thpt-G034-2025-82313.2080078125,714,01,14
DDT-7340101(LK)-thpt-G034-2025-82313.2080078125,714,02,08
DDT-7340101(LK)-thpt-G034-2025-82313.2080078125,734,01,01
DDT-7340101(LK)-thpt-G030-2025-82313.2109375,731,06,99
DDT-7340101(LK)-thpt-G030-2025-82313.2109375,731,06,90
DDT-7340101(LK)-thpt-G030-2025-82313.2109375,714,01,14
DDT-7340101(LK)-thpt-G030-2025-82313.2109375,714,02,08
DDT-7340101(LK)-thpt-G030-2025-82313.2109375,734,01,01
DDT-7340101-thpt-G001-2025-82391.74462890625,734,01,01
DDT-7340101-thpt-G010-2025-82391.75268554688,734,01,01
DDT-7340101-thpt-G035-2025-82391.75512695312,734,01,01
DDT-7340101-thpt-G034-2025-82391.75854492188,734,01,01
DDT-7340101-thpt-G030-2025-82391.759765625,734,01,01
DDT-7340115-thpt-G001-2025-82542.45336914062,734,01,15
DDT-7340115-thpt-G010-2025-82542.46997070312,734,01,15
DDT-7340115-thpt-G035-2025-82542.4755859375,734,01,15
DDT-7340115-thpt-G034-2025-82542.48413085938,734,01,15
DDT-7340115-thpt-G030-2025-82542.48803710938,734,01,15
DDT-7340115(HP)-thpt-G001-2025-82621.22705078125,734,01,15
DDT-7340115(HP)-thpt-G010-2025-82621.2490234375,734,01,15
DDT-7340115(HP)-thpt-G035-2025-82621.25659179688,734,01,15
DDT-7340115(HP)-thpt-G034-2025-82621.26708984375,734,01,15
DDT-7340115(HP)-thpt-G030-2025-82621.2724609375,734,01,15
DDT-7340121-thpt-G001-2025-82741.68530273438,734,01,21
DDT-7340121-thpt-G010-2025-82741.70092773438,734,01,21
DDT-7340121-thpt-G035-2025-82741.70556640625,734,01,21
DDT-7340121-thpt-G034-2025-82741.71215820312,734,01,21
DDT-7340121-thpt-G030-2025-82741.71557617188,734,01,21
DDT-7340122-thpt-G001-2025-82814.353515625,734,01,22
DDT-7340122-thpt-G010-2025-82814.3623046875,734,01,22
DDT-7340122-thpt-G035-2025-82814.36450195312,734,01,22
DDT-7340122-thpt-G034-2025-82814.36767578125,734,01,22
DDT-7340122-thpt-G030-2025-82814.36889648438,734,01,22
DDT-7340201-thpt-G001-2025-82908.92895507812,734,02,01
DDT-7340201-thpt-G010-2025-82908.94458007812,734,02,01
DDT-7340201-thpt-G035-2025-82908.95043945312,734,02,01
DDT-7340201-thpt-G034-2025-82908.95751953125,734,02,01
DDT-7340201-thpt-G030-2025-82908.96069335938,734,02,01
DDT-7340201(HP)-thpt-G001-2025-82994.44702148438,734,02,06
DDT-7340201(HP)-thpt-G001-2025-82994.44702148438,734,02,05
DDT-7340201(HP)-thpt-G001-2025-82994.44702148438,734,02,01
DDT-7340201(HP)-thpt-G010-2025-82994.46508789062,734,02,06
DDT-7340201(HP)-thpt-G010-2025-82994.46508789062,734,02,05
DDT-7340201(HP)-thpt-G010-2025-82994.46508789062,734,02,01
DDT-7340201(HP)-thpt-G035-2025-82994.47045898438,734,02,06
DDT-7340201(HP)-thpt-G035-2025-82994.47045898438,734,02,05
DDT-7340201(HP)-thpt-G035-2025-82994.47045898438,734,02,01
DDT-7340201(HP)-thpt-G034-2025-82994.47802734375,734,02,06
DDT-7340201(HP)-thpt-G034-2025-82994.47802734375,734,02,05
DDT-7340201(HP)-thpt-G034-2025-82994.47802734375,734,02,01
DDT-7340201(HP)-thpt-G030-2025-82994.4814453125,734,02,06
DDT-7340201(HP)-thpt-G030-2025-82994.4814453125,734,02,05
DDT-7340201(HP)-thpt-G030-2025-82994.4814453125,734,02,01
DDT-7340205-thpt-G001-2025-83084.53662109375,734,02,05
DDT-7340205-thpt-G010-2025-83084.548828125,734,02,05
DDT-7340205-thpt-G035-2025-83084.55126953125,734,02,05
DDT-7340205-thpt-G034-2025-83084.5556640625,734,02,05
DDT-7340205-thpt-G030-2025-83084.55737304688,734,02,05
DDT-7340301-thpt-G001-2025-83174.46728515625,734,03,01
DDT-7340301-thpt-G010-2025-83174.48217773438,734,03,01
DDT-7340301-thpt-G035-2025-83174.48681640625,734,03,01
DDT-7340301-thpt-G034-2025-83174.494140625,734,03,01
DDT-7340301-thpt-G030-2025-83174.49658203125,734,03,01
DDT-7340302-thpt-G001-2025-83263.67358398438,734,03,02
DDT-7340302-thpt-G010-2025-83263.6923828125,734,03,02
DDT-7340302-thpt-G035-2025-83263.69799804688,734,03,02
DDT-7340302-thpt-G034-2025-83263.70556640625,734,03,02
DDT-7340302-thpt-G030-2025-83263.70922851562,734,03,02
DDT-7340404-thpt-G001-2025-83352.28173828125,734,04,04
DDT-7340404-thpt-G010-2025-83352.32055664062,734,04,04
DDT-7340404-thpt-G035-2025-83352.32641601562,734,04,04
DDT-7340404-thpt-G034-2025-83352.33129882812,734,04,04
DDT-7340404-thpt-G030-2025-83352.33325195312,734,04,04
DDT-7340405-thpt-G001-2025-83444.69506835938,734,04,05
DDT-7340405-thpt-G010-2025-83444.71459960938,734,04,05
DDT-7340405-thpt-G012-2025-83444.72387695312,734,04,05
DDT-7340405-thpt-G034-2025-83444.72729492188,734,04,05
DDT-7340405-thpt-G007-2025-83444.73120117188,734,04,05
DDT-7340412-thpt-G010-2025-83541.64306640625,734,04,12
DDT-7340412-thpt-G035-2025-83541.65991210938,734,04,12
DDT-7340412-thpt-G028-2025-83541.66528320312,734,04,12
DDT-7340412-thpt-G029-2025-83541.66967773438,734,04,12
DDT-7340412-thpt-G034-2025-83541.673828125,734,04,12
DDT-7340412-thpt-G030-2025-83541.67749023438,734,04,12
DDT-7380101-thpt-G035-2025-83624.17236328125,738,01,01
DDT-7380101-thpt-G028-2025-83624.18237304688,738,01,01
DDT-7380101-thpt-G029-2025-83624.18432617188,738,01,01
DDT-7380101-thpt-G034-2025-83624.18603515625,738,01,01
DDT-7380101-thpt-G170-2025-83624.1875,738,01,01
DDT-7380101-thpt-G045-2025-83624.18872070312,738,01,01
DDT-7380107-thpt-G035-2025-83708.63720703125,738,01,07
DDT-7380107-thpt-G028-2025-83708.65209960938,738,01,07
DDT-7380107-thpt-G029-2025-83708.65673828125,738,01,07
DDT-7380107-thpt-G034-2025-83708.66040039062,738,01,07
DDT-7380107-thpt-G170-2025-83708.66381835938,738,01,07
DDT-7380107-thpt-G045-2025-83708.6669921875,738,01,07
DDT-7420201-thpt-G001-2025-83805.07421875,742,02,01
DDT-7420201-thpt-G002-2025-83805.0908203125,742,02,01
DDT-7420201-thpt-G011-2025-83805.09619140625,742,02,01
DDT-7420201-thpt-G020-2025-83805.1005859375,742,02,01
DDT-7420201-thpt-G027-2025-83805.10327148438,742,02,01
DDT-7420201-thpt-G069-2025-83805.10766601562,742,02,01
DDT-7460108-thpt-G001-2025-83897.88305664062,746,01,08
DDT-7460108-thpt-G010-2025-83897.89526367188,746,01,08
DDT-7460108-thpt-G012-2025-83897.900390625,746,01,08
DDT-7460108-thpt-G034-2025-83897.9033203125,746,01,08
DDT-7460108-thpt-G007-2025-83897.9052734375,746,01,08
DDT-7480101-thpt-G001-2025-84004.44311523438,748,01,01
DDT-7480101-thpt-G010-2025-84004.46337890625,748,01,01
DDT-7480101-thpt-G012-2025-84004.47290039062,748,01,01
DDT-7480101-thpt-G034-2025-84004.47631835938,748,01,01
DDT-7480101-thpt-G007-2025-84004.48999023438,748,01,01
DDT-7480101(LK)-thpt-G001-2025-84097.12231445312,748,02,04
DDT-7480101(LK)-thpt-G001-2025-84097.12231445312,748,01,01
DDT-7480101(LK)-thpt-G010-2025-84097.1376953125,748,02,04
DDT-7480101(LK)-thpt-G010-2025-84097.1376953125,748,01,01
DDT-7480101(LK)-thpt-G012-2025-84097.14697265625,748,02,04
DDT-7480101(LK)-thpt-G012-2025-84097.14697265625,748,01,01
DDT-7480101(LK)-thpt-G034-2025-84097.15014648438,748,02,04
DDT-7480101(LK)-thpt-G034-2025-84097.15014648438,748,01,01
DDT-7480101(LK)-thpt-G007-2025-84097.1533203125,748,02,04
DDT-7480101(LK)-thpt-G007-2025-84097.1533203125,748,01,01
DDT-7480102-thpt-G001-2025-84190.15209960938,748,01,02
DDT-7480102-thpt-G010-2025-84190.16723632812,748,01,02
DDT-7480102-thpt-G012-2025-84190.17529296875,748,01,02
DDT-7480102-thpt-G034-2025-84190.17846679688,748,01,02
DDT-7480102-thpt-G007-2025-84190.18139648438,748,01,02
DDT-7480103-thpt-G001-2025-84269.0751953125,748,01,03
DDT-7480103-thpt-G010-2025-84269.0849609375,748,01,03
DDT-7480103-thpt-G012-2025-84269.08911132812,748,01,03
DDT-7480103-thpt-G034-2025-84269.0908203125,748,01,03
DDT-7480103-thpt-G007-2025-84269.09204101562,748,01,03
DDT-7480107-thpt-G001-2025-84492.67407226562,748,01,07
DDT-7480107-thpt-G010-2025-84492.68701171875,748,01,07
DDT-7480107-thpt-G012-2025-84492.69555664062,748,01,07
DDT-7480107-thpt-G034-2025-84492.69921875,748,01,07
DDT-7480107-thpt-G007-2025-84492.70190429688,748,01,07
DDT-7480202-thpt-G001-2025-84566.36596679688,748,02,02
DDT-7480202-thpt-G010-2025-84566.37573242188,748,02,02
DDT-7480202-thpt-G012-2025-84566.3798828125,748,02,02
DDT-7480202-thpt-G034-2025-84566.38159179688,748,02,02
DDT-7480202-thpt-G007-2025-84566.3828125,748,02,02
DDT-7510102-thpt-G001-2025-84706.26391601562,751,01,02
DDT-7510102-thpt-G010-2025-84706.28491210938,751,01,02
DDT-7510102-thpt-G034-2025-84706.2900390625,751,01,02
DDT-7510102-thpt-G007-2025-84706.296875,751,01,02
DDT-7510102-thpt-G099-2025-84706.2998046875,751,01,02
DDT-7510205-thpt-G001-2025-84785.107421875,751,02,05
DDT-7510205-thpt-G010-2025-84785.11767578125,751,02,05
DDT-7510205-thpt-G012-2025-84785.12255859375,751,02,05
DDT-7510205-thpt-G034-2025-84785.1240234375,751,02,05
DDT-7510205-thpt-G007-2025-84785.12524414062,751,02,05
DDT-7510301-thpt-G001-2025-85020.21166992188,751,03,01
DDT-7510301-thpt-G010-2025-85020.22973632812,751,03,01
DDT-7510301-thpt-G012-2025-85020.23901367188,751,03,01
DDT-7510301-thpt-G034-2025-85020.24243164062,751,03,01
DDT-7510301-thpt-G007-2025-85020.26684570312,751,03,01
DDT-7510406-thpt-G001-2025-85100.7880859375,751,04,06
DDT-7510406-thpt-G002-2025-85100.8046875,751,04,06
DDT-7510406-thpt-G011-2025-85100.80883789062,751,04,06
DDT-7510406-thpt-G020-2025-85100.8134765625,751,04,06
DDT-7510406-thpt-G012-2025-85100.81958007812,751,04,06
DDT-7510605-thpt-G001-2025-85245.166015625,751,06,05
DDT-7510605-thpt-G010-2025-85245.18188476562,751,06,05
DDT-7510605-thpt-G035-2025-85245.1875,751,06,05
DDT-7510605-thpt-G034-2025-85245.19458007812,751,06,05
DDT-7510605-thpt-G030-2025-85245.19873046875,751,06,05
DDT-7510605(HP)-thpt-G001-2025-85336.60107421875,751,06,05
DDT-7510605(HP)-thpt-G010-2025-85336.61547851562,751,06,05
DDT-7510605(HP)-thpt-G035-2025-85336.6201171875,751,06,05
DDT-7510605(HP)-thpt-G034-2025-85336.62622070312,751,06,05
DDT-7510605(HP)-thpt-G030-2025-85336.62890625,751,06,05
DDT-7520212-thpt-G001-2025-85512.06274414062,752,02,12
DDT-7520212-thpt-G002-2025-85512.07861328125,752,02,12
DDT-7520212-thpt-G011-2025-85512.08325195312,752,02,12
DDT-7520212-thpt-G020-2025-85512.08715820312,752,02,12
DDT-7520212-thpt-G027-2025-85512.09033203125,752,02,12
DDT-7520212-thpt-G069-2025-85512.0927734375,752,02,12
DDT-7520216-thpt-G001-2025-85606.5712890625,752,02,16
DDT-7520216-thpt-G010-2025-85606.58618164062,752,02,16
DDT-7520216-thpt-G012-2025-85606.59497070312,752,02,16
DDT-7520216-thpt-G034-2025-85606.59790039062,752,02,16
DDT-7520216-thpt-G007-2025-85606.60131835938,752,02,16
DDT-7540101-thpt-G001-2025-85814.00366210938,754,01,01
DDT-7540101-thpt-G002-2025-85814.0205078125,754,01,01
DDT-7540101-thpt-G011-2025-85814.02514648438,754,01,01
DDT-7540101-thpt-G020-2025-85814.02856445312,754,01,01
DDT-7540101-thpt-G012-2025-85814.03466796875,754,01,01
DDT-7580101-thpt-A001-2025-85995.68237304688,758,01,01
DDT-7580201-thpt-G001-2025-86084.33642578125,758,02,01
DDT-7580201-thpt-G010-2025-86084.35205078125,758,02,01
DDT-7580201-thpt-G034-2025-86084.35620117188,758,02,01
DDT-7580201-thpt-G007-2025-86084.36279296875,758,02,01
DDT-7580201-thpt-G099-2025-86084.36596679688,758,02,01
DDT-7720101-thpt-G001-2025-86350.46459960938,772,01,01
DDT-7720101-thpt-G002-2025-86350.47778320312,772,01,01
DDT-7720101-thpt-G011-2025-86350.4814453125,772,01,01
DDT-7720101-thpt-G020-2025-86350.48364257812,772,01,01
DDT-7720101-thpt-G027-2025-86350.48608398438,772,01,01
DDT-7720101-thpt-G069-2025-86350.48852539062,772,01,01
DDT-7720201-thpt-G001-2025-86437.9970703125,772,02,01
DDT-7720201-thpt-G002-2025-86438.01391601562,772,02,01
DDT-7720201-thpt-G011-2025-86438.01928710938,772,02,01
DDT-7720201-thpt-G020-2025-86438.02294921875,772,02,01
DDT-7720201-thpt-G027-2025-86438.02587890625,772,02,01
DDT-7720201-thpt-G069-2025-86438.029296875,772,02,01
DDT-7720301-thpt-G001-2025-86529.45336914062,772,03,01
DDT-7720301-thpt-G002-2025-86529.4638671875,772,03,01
DDT-7720301-thpt-G011-2025-86529.46655273438,772,03,01
DDT-7720301-thpt-G020-2025-86529.46826171875,772,03,01
DDT-7720301-thpt-G027-2025-86529.47021484375,772,03,01
DDT-7720301-thpt-G069-2025-86529.47192382812,772,03,01
DDT-7720501-thpt-G001-2025-86695.2099609375,772,05,01
DDT-7720501-thpt-G002-2025-86695.22045898438,772,05,01
DDT-7720501-thpt-G011-2025-86695.2236328125,772,05,01
DDT-7720501-thpt-G020-2025-86695.22607421875,772,05,01
DDT-7720501-thpt-G027-2025-86695.22802734375,772,05,01
DDT-7720501-thpt-G069-2025-86695.2294921875,772,05,01
DDT-7720601-thpt-G001-2025-86772.91650390625,772,06,01
DDT-7720601-thpt-G002-2025-86772.9287109375,772,06,01
DDT-7720601-thpt-G011-2025-86772.93139648438,772,06,01
DDT-7720601-thpt-G020-2025-86772.93310546875,772,06,01
DDT-7720601-thpt-G027-2025-86772.93505859375,772,06,01
DDT-7720601-thpt-G069-2025-86772.93627929688,772,06,01
DDT-7810101-thpt-G010-2025-86854.892578125,781,01,01
DDT-7810101-thpt-G035-2025-86854.90454101562,781,01,01
DDT-7810101-thpt-G028-2025-86854.90698242188,781,01,01
DDT-7810101-thpt-G029-2025-86854.90893554688,781,01,01
DDT-7810101-thpt-G034-2025-86854.91040039062,781,01,01
DDT-7810101-thpt-G030-2025-86854.91235351562,781,01,01
DDT-7810103-thpt-G010-2025-86938.8076171875,781,01,03
DDT-7810103-thpt-G035-2025-86938.82470703125,781,01,03
DDT-7810103-thpt-G028-2025-86938.83129882812,781,01,03
DDT-7810103-thpt-G029-2025-86938.83740234375,781,01,03
DDT-7810103-thpt-G034-2025-86938.84204101562,781,01,03
DDT-7810103-thpt-G030-2025-86938.84692382812,781,01,03
DDT-7810201-thpt-G010-2025-87027.78100585938,781,02,01
DDT-7810201-thpt-G035-2025-87027.796875,781,02,01
DDT-7810201-thpt-G028-2025-87027.80102539062,781,02,01
DDT-7810201-thpt-G029-2025-87027.8046875,781,02,01
DDT-7810201-thpt-G034-2025-87027.80810546875,781,02,01
DDT-7810201-thpt-G030-2025-87027.81079101562,781,02,01
DDT-7810201(LK)-thpt-G010-2025-87113.60400390625,731,06,90
DDT-7810201(LK)-thpt-G010-2025-87113.60400390625,714,01,14
DDT-7810201(LK)-thpt-G010-2025-87113.60400390625,731,06,14
DDT-7810201(LK)-thpt-G010-2025-87113.60400390625,714,02,08
DDT-7810201(LK)-thpt-G035-2025-87113.61401367188,731,06,90
DDT-7810201(LK)-thpt-G035-2025-87113.61401367188,714,01,14
DDT-7810201(LK)-thpt-G035-2025-87113.61401367188,731,06,14
DDT-7810201(LK)-thpt-G035-2025-87113.61401367188,714,02,08
DDT-7810201(LK)-thpt-G028-2025-87113.6162109375,731,06,90
DDT-7810201(LK)-thpt-G028-2025-87113.6162109375,714,01,14
DDT-7810201(LK)-thpt-G028-2025-87113.6162109375,731,06,14
DDT-7810201(LK)-thpt-G028-2025-87113.6162109375,714,02,08
DDT-7810201(LK)-thpt-G029-2025-87113.61767578125,731,06,90
DDT-7810201(LK)-thpt-G029-2025-87113.61767578125,714,01,14
DDT-7810201(LK)-thpt-G029-2025-87113.61767578125,731,06,14
DDT-7810201(LK)-thpt-G029-2025-87113.61767578125,714,02,08
DDT-7810201(LK)-thpt-G034-2025-87113.61889648438,731,06,90
DDT-7810201(LK)-thpt-G034-2025-87113.61889648438,714,01,14
DDT-7810201(LK)-thpt-G034-2025-87113.61889648438,731,06,14
DDT-7810201(LK)-thpt-G034-2025-87113.61889648438,714,02,08
DDT-7810201(LK)-thpt-G030-2025-87113.62084960938,731,06,90
DDT-7810201(LK)-thpt-G030-2025-87113.62084960938,714,01,14
DDT-7810201(LK)-thpt-G030-2025-87113.62084960938,731,06,14
DDT-7810201(LK)-thpt-G030-2025-87113.62084960938,714,02,08
DDT-7810202-thpt-G010-2025-87193.30053710938,781,02,02
DDT-7810202-thpt-G035-2025-87193.31567382812,781,02,02
DDT-7810202-thpt-G028-2025-87193.3203125,781,02,02
DDT-7810202-thpt-G029-2025-87193.32397460938,781,02,02
DDT-7810202-thpt-G034-2025-87193.32763671875,781,02,02
DDT-7810202-thpt-G030-2025-87193.33056640625,781,02,02
DDT-7810501-thpt-G010-2025-87290.51806640625,781,05,01
DDT-7810501-thpt-G035-2025-87290.5390625,781,05,01
DDT-7810501-thpt-G028-2025-87290.54516601562,781,05,01
DDT-7810501-thpt-G029-2025-87290.55029296875,781,05,01
DDT-7810501-thpt-G034-2025-87290.55444335938,781,05,01
DDT-7810501-thpt-G030-2025-87290.5576171875,781,05,01
DDT-7850101-thpt-G001-2025-87377.1806640625,785,01,01
DDT-7850101-thpt-G002-2025-87377.20092773438,785,01,01
DDT-7850101-thpt-G011-2025-87377.20678710938,785,01,01
DDT-7850101-thpt-G020-2025-87377.2109375,785,01,01
DDT-7850101-thpt-G012-2025-87377.2177734375,785,01,01
DDT-7210403-thhb-G001-2025-87521.57983398438,721,04,03
DDT-7210403-thhb-G010-2025-87521.59741210938,721,04,03
DDT-7210403-thhb-G034-2025-87521.60327148438,721,04,03
DDT-7210403-thhb-G012-2025-87521.61059570312,721,04,03
DDT-7210403-thhb-A001-2025-87521.61401367188,721,04,03
DDT-7210404-thhb-G001-2025-87695.5478515625,721,04,04
DDT-7210404-thhb-G010-2025-87695.56176757812,721,04,04
DDT-7210404-thhb-G034-2025-87695.56665039062,721,04,04
DDT-7210404-thhb-G012-2025-87695.57275390625,721,04,04
DDT-7210404-thhb-A001-2025-87695.57543945312,721,04,04
DDT-7220201-thhb-G010-2025-87779.3994140625,722,02,01
DDT-7220201-thhb-G034-2025-87779.40942382812,722,02,01
DDT-7220201-thhb-G040-2025-87779.412109375,722,02,01
DDT-7220201-thhb-G045-2025-87779.41381835938,722,02,01
DDT-7220201-thhb-G170-2025-87779.41552734375,722,02,01
DDT-7220204-thhb-G010-2025-87863.86474609375,722,02,04
DDT-7220204-thhb-G034-2025-87863.93798828125,722,02,04
DDT-7220204-thhb-G040-2025-87863.94018554688,722,02,04
DDT-7220204-thhb-G045-2025-87863.94189453125,722,02,04
DDT-7220204-thhb-G170-2025-87863.94360351562,722,02,04
DDT-7220209-thhb-G010-2025-87942.97290039062,722,02,09
DDT-7220209-thhb-G034-2025-87942.99267578125,722,02,09
DDT-7220209-thhb-G040-2025-87942.99853515625,722,02,09
DDT-7220209-thhb-G045-2025-87943.00170898438,722,02,09
DDT-7220209-thhb-G170-2025-87943.005859375,722,02,09
DDT-7220210-thhb-G010-2025-88037.32080078125,722,02,10
DDT-7220210-thhb-G034-2025-88037.34130859375,722,02,10
DDT-7220210-thhb-G040-2025-88037.34716796875,722,02,10
DDT-7220210-thhb-G045-2025-88037.35083007812,722,02,10
DDT-7220210-thhb-G170-2025-88037.35498046875,722,02,10
DDT-7229030-thhb-G035-2025-88119.97412109375,722,90,30
DDT-7229030-thhb-G028-2025-88119.9892578125,722,90,30
DDT-7229030-thhb-G029-2025-88119.99365234375,722,90,30
DDT-7229030-thhb-G034-2025-88119.99731445312,722,90,30
DDT-7229030-thhb-G170-2025-88119.99975585938,722,90,30
DDT-7229030-thhb-G045-2025-88120.00268554688,722,90,30
DDT-7310104-thhb-G001-2025-88211.66040039062,731,01,04
DDT-7310104-thhb-G010-2025-88211.67822265625,731,01,04
DDT-7310104-thhb-G035-2025-88211.68383789062,731,01,04
DDT-7310104-thhb-G034-2025-88211.69116210938,731,01,04
DDT-7310104-thhb-G030-2025-88211.6953125,731,01,04
DDT-7310206-thhb-G035-2025-88297.4580078125,731,02,06
DDT-7310206-thhb-G028-2025-88297.47143554688,731,02,06
DDT-7310206-thhb-G029-2025-88297.474609375,731,02,06
DDT-7310206-thhb-G034-2025-88297.47705078125,731,02,06
DDT-7310206-thhb-G170-2025-88297.47924804688,731,02,06
DDT-7310206-thhb-G045-2025-88297.48168945312,731,02,06
DDT-7310630-thhb-G035-2025-88377.74682617188,731,06,30
DDT-7310630-thhb-G028-2025-88377.7578125,731,06,30
DDT-7310630-thhb-G029-2025-88377.759765625,731,06,30
DDT-7310630-thhb-G034-2025-88377.76171875,731,06,30
DDT-7310630-thhb-G170-2025-88377.76318359375,731,06,30
DDT-7310630-thhb-G045-2025-88377.76416015625,731,06,30
DDT-7320104-thhb-G035-2025-88454.58740234375,732,01,04
DDT-7320104-thhb-G028-2025-88454.59790039062,732,01,04
DDT-7320104-thhb-G029-2025-88454.60083007812,732,01,04
DDT-7320104-thhb-G034-2025-88454.60278320312,732,01,04
DDT-7320104-thhb-G170-2025-88454.60473632812,732,01,04
DDT-7320104-thhb-G045-2025-88454.60620117188,732,01,04
DDT-7320108-thhb-G035-2025-88533.54711914062,732,01,08
DDT-7320108-thhb-G028-2025-88533.55639648438,732,01,08
DDT-7320108-thhb-G029-2025-88533.55859375,732,01,08
DDT-7320108-thhb-G034-2025-88533.56005859375,732,01,08
DDT-7320108-thhb-G170-2025-88533.56176757812,732,01,08
DDT-7320108-thhb-G045-2025-88533.56298828125,732,01,08
DDT-7340101(HP)-thhb-G001-2025-88601.41796875,734,01,01
DDT-7340101(HP)-thhb-G010-2025-88601.43286132812,734,01,01
DDT-7340101(HP)-thhb-G035-2025-88601.4375,734,01,01
DDT-7340101(HP)-thhb-G034-2025-88601.44458007812,734,01,01
DDT-7340101(HP)-thhb-G030-2025-88601.44775390625,734,01,01
DDT-7340101(LK)-thhb-G001-2025-88676.23046875,731,06,99
DDT-7340101(LK)-thhb-G001-2025-88676.23046875,731,06,90
DDT-7340101(LK)-thhb-G001-2025-88676.23046875,714,01,14
DDT-7340101(LK)-thhb-G001-2025-88676.23046875,714,02,08
